Row ID,Order ID,Order Date,Ship Date,Customer ID,Product ID,City,Sales,Quantity,Profit,Returns,Ship Mode,Payment Mode
2876,US-2019-167339,2019-01-21,2019-01-23,TD-20995,FUR-CH-10004289,San Diego,153.568,2,-5.7588,0.0,Second Class,COD
2877,US-2019-167339,2019-01-21,2019-01-23,TD-20995,FUR-CH-10000785,San Diego,1013.488,7,76.0116,0.0,Second Class,COD
268,CA-2019-111010,2019-01-22,2019-01-28,PG-18895,OFF-FA-10003472,Morristown,7.56,6,0.3024,0.0,Standard Class,COD
2471,US-2019-135923,2019-01-22,2019-01-28,CM-11935,FUR-FU-10002107,Fayetteville,14.272,8,4.2816,0.0,Standard Class,COD
2472,US-2019-135923,2019-01-22,2019-01-28,CM-11935,FUR-BO-10002213,Fayetteville,451.136,4,-67.6704,0.0,Standard Class,COD
2473,US-2019-135923,2019-01-22,2019-01-28,CM-11935,OFF-AP-10000692,Fayetteville,64.864,4,6.4864,0.0,Standard Class,COD
2694,CA-2019-138079,2019-01-22,2019-01-28,AJ-10795,FUR-FU-10001475,Seattle,109.9,5,37.366,0.0,Standard Class,Online
5675,CA-2019-146318,2019-01-22,2019-01-27,MC-17275,OFF-PA-10003953,Seattle,12.96,2,6.2208,0.0,Standard Class,Online
5752,CA-2019-125850,2019-01-22,2019-01-28,FP-14320,OFF-LA-10003498,San Diego,44.4,3,22.2,0.0,Standard Class,Online
5753,CA-2019-125850,2019-01-22,2019-01-28,FP-14320,OFF-LA-10004484,San Diego,20.65,5,9.499,0.0,Standard Class,Online
6229,CA-2019-148208,2019-01-22,2019-01-27,BT-11530,TEC-PH-10004093,Cleveland,110.376,4,-20.2356,0.0,Standard Class,Online
6230,CA-2019-148208,2019-01-22,2019-01-27,BT-11530,TEC-AC-10000171,Cleveland,55.176,3,15.8631,0.0,Standard Class,Cards
6238,US-2019-155180,2019-01-22,2019-01-29,TB-21280,OFF-BI-10004506,New York City,26.336,4,9.2176,0.0,Standard Class,Online
7294,CA-2019-113656,2019-01-23,2019-01-29,CB-12415,FUR-FU-10000719,Los Angeles,59.99,7,21.5964,0.0,Standard Class,Online
9147,US-2019-165505,2019-01-23,2019-01-27,CB-12535,TEC-AC-10002926,Burlington,99.98,2,42.9914,0.0,Standard Class,COD
9148,US-2019-165505,2019-01-23,2019-01-27,CB-12535,OFF-AR-10003477,Burlington,8.04,6,2.7336,0.0,Standard Class,COD
9149,US-2019-165505,2019-01-23,2019-01-27,CB-12535,OFF-ST-10001526,Burlington,1564.29,13,406.7154,0.0,Standard Class,Online
4612,CA-2019-109407,2019-01-24,2019-01-26,HG-14965,OFF-BI-10000285,Gulfport,31.36,4,15.68,0.0,Second Class,COD
4327,CA-2019-153346,2019-01-25,2019-01-27,TB-21355,OFF-AR-10000315,Plainfield,9.21,3,2.3025,0.0,First Class,COD
4328,CA-2019-153346,2019-01-25,2019-01-27,TB-21355,OFF-PA-10000007,Plainfield,18.0,5,8.28,0.0,First Class,Cards
9358,CA-2019-168046,2019-01-25,2019-01-28,JD-15895,OFF-BI-10003676,New York City,43.12,5,15.092,0.0,Second Class,Online
9359,CA-2019-168046,2019-01-25,2019-01-28,JD-15895,FUR-TA-10001095,New York City,313.722,3,-99.3453,0.0,Second Class,COD
9360,CA-2019-168046,2019-01-25,2019-01-28,JD-15895,FUR-FU-10000747,New York City,45.98,1,7.8166,0.0,Second Class,Online
9361,CA-2019-168046,2019-01-25,2019-01-28,JD-15895,OFF-ST-10004337,New York City,428.68,7,0.0,0.0,Second Class,Online
8613,CA-2019-146437,2019-01-28,2019-02-01,HG-14965,OFF-AR-10000588,Los Angeles,39.68,2,10.3168,0.0,Second Class,COD
2885,CA-2019-164483,2019-01-30,2019-02-03,JF-15490,OFF-BI-10000014,San Francisco,17.456,2,5.8914,0.0,Standard Class,COD
7290,CA-2019-153661,2019-01-30,2019-01-31,SC-20725,OFF-ST-10000675,San Francisco,305.01,9,76.2525,0.0,First Class,Online
7291,CA-2019-153661,2019-01-30,2019-01-31,SC-20725,OFF-BI-10004781,San Francisco,50.784,2,17.7744,0.0,First Class,Online
7292,CA-2019-153661,2019-01-30,2019-01-31,SC-20725,OFF-LA-10004689,San Francisco,26.01,9,12.2247,0.0,First Class,Online
7565,US-2019-166660,2019-01-30,2019-02-01,TB-21250,FUR-CH-10001190,Seattle,435.168,4,-59.8356,0.0,Second Class,COD
7566,US-2019-166660,2019-01-30,2019-02-01,TB-21250,FUR-BO-10000468,Seattle,48.58,1,7.7728,0.0,Second Class,Online
8176,CA-2019-114944,2019-01-30,2019-02-04,HE-14800,OFF-PA-10003892,Chicago,156.512,4,52.8228,0.0,Standard Class,COD
8925,CA-2019-168032,2019-01-30,2019-02-03,DF-13135,TEC-PH-10004241,Rockford,1439.968,4,143.9968,0.0,Standard Class,Online
8926,CA-2019-168032,2019-01-30,2019-02-03,DF-13135,OFF-BI-10000546,Rockford,1.728,3,-2.6784,0.0,Standard Class,Cards
8927,CA-2019-168032,2019-01-30,2019-02-03,DF-13135,FUR-TA-10004256,Rockford,626.1,3,-538.446,0.0,Standard Class,Online
4999,CA-2019-129238,2019-01-31,2019-02-04,SC-20050,TEC-PH-10004120,Los Angeles,109.592,1,8.2194,0.0,Standard Class,Cards
5000,CA-2019-129238,2019-01-31,2019-02-04,SC-20050,OFF-PA-10002764,Los Angeles,56.7,5,27.783,0.0,Standard Class,COD
5114,CA-2019-147970,2019-01-31,2019-02-02,AB-10150,OFF-PA-10003936,Dallas,15.552,3,5.4432,0.0,Second Class,Cards
7505,CA-2019-158043,2019-01-31,2019-02-04,JK-15325,OFF-EN-10003134,Atlantic City,23.36,2,11.68,0.0,Second Class,Cards
8761,CA-2019-159891,2019-01-31,2019-02-06,BF-11170,OFF-BI-10003527,Atlanta,1270.99,1,635.495,0.0,Standard Class,Online
8762,CA-2019-159891,2019-01-31,2019-02-06,BF-11170,OFF-EN-10004483,Atlanta,125.36,8,58.9192,0.0,Standard Class,Cards
3242,US-2019-140809,2019-02-01,2019-02-03,CK-12760,OFF-ST-10002214,Arlington,56.45,5,14.677,0.0,First Class,COD
8404,CA-2019-154067,2019-02-01,2019-02-07,SM-20950,OFF-PA-10002254,Los Angeles,1105.52,4,48.5392,0.0,Standard Class,Online
5614,CA-2019-147431,2019-02-02,2019-02-07,AB-10105,OFF-ST-10003994,New York City,117.96,2,5.898,0.0,Standard Class,COD
8489,CA-2019-158841,2019-02-02,2019-02-04,SE-20110,TEC-MA-10001127,Arlington,4749.95,5,2799.984,0.0,Second Class,COD
8490,CA-2019-158841,2019-02-02,2019-02-04,SE-20110,OFF-BI-10002557,Arlington,36.4,8,18.2,0.0,Second Class,COD
8491,CA-2019-158841,2019-02-02,2019-02-04,SE-20110,FUR-FU-10001731,Arlington,18.69,7,7.1022,0.0,Second Class,Online
8513,CA-2019-144645,2019-02-02,2019-02-08,NS-18640,FUR-FU-10003601,Houston,73.784,2,-77.4732,0.0,Standard Class,COD
5754,CA-2019-118514,2019-02-03,2019-02-10,LC-17050,FUR-CH-10000015,Richmond,866.4,4,225.264,0.0,Standard Class,COD
6043,CA-2019-117912,2019-02-04,2019-02-08,TB-21520,FUR-FU-10002088,Sierra Vista,14.368,2,3.9512,0.0,Standard Class,COD
9068,CA-2019-150077,2019-02-04,2019-02-10,MS-17365,TEC-PH-10002890,Rockville,90.48,2,23.5248,0.0,Standard Class,COD
9521,CA-2019-101189,2019-02-04,2019-02-09,JB-15400,OFF-ST-10004180,Los Angeles,93.02,2,3.7208,0.0,Standard Class,COD
1383,US-2019-108504,2019-02-05,2019-02-05,PP-18955,OFF-ST-10002344,Smyrna,80.98,1,1.6196,0.0,Same Day,COD
1384,US-2019-108504,2019-02-05,2019-02-05,PP-18955,OFF-PA-10001289,Smyrna,348.84,9,170.9316,0.0,Same Day,Online
1385,US-2019-108504,2019-02-05,2019-02-05,PP-18955,OFF-FA-10000053,Smyrna,9.45,5,0.189,0.0,Same Day,Online
1386,US-2019-108504,2019-02-05,2019-02-05,PP-18955,FUR-FU-10004091,Smyrna,18.84,3,7.1592,0.0,Same Day,Online
1387,US-2019-108504,2019-02-05,2019-02-05,PP-18955,FUR-BO-10004015,Smyrna,239.98,2,52.7956,0.0,Same Day,COD
1388,US-2019-108504,2019-02-05,2019-02-05,PP-18955,OFF-EN-10003001,Smyrna,167.96,2,78.9412,0.0,Same Day,COD
1389,US-2019-108504,2019-02-05,2019-02-05,PP-18955,TEC-PH-10000215,Smyrna,104.85,3,28.3095,0.0,Same Day,COD
1390,US-2019-108504,2019-02-05,2019-02-05,PP-18955,TEC-PH-10003645,Smyrna,484.83,3,126.0558,0.0,Same Day,COD
1391,US-2019-108504,2019-02-05,2019-02-05,PP-18955,OFF-PA-10000357,Smyrna,122.97,3,60.2553,0.0,Same Day,Online
1392,US-2019-108504,2019-02-05,2019-02-05,PP-18955,OFF-ST-10004804,Smyrna,154.44,3,1.5444,0.0,Same Day,COD
1393,US-2019-108504,2019-02-05,2019-02-05,PP-18955,OFF-PA-10003892,Smyrna,342.37,7,160.9139,0.0,Same Day,COD
8142,CA-2019-100993,2019-02-05,2019-02-10,AZ-10750,OFF-LA-10003223,San Diego,14.73,3,7.2177,0.0,Standard Class,COD
8143,CA-2019-100993,2019-02-05,2019-02-10,AZ-10750,OFF-ST-10004340,San Diego,186.54,3,50.3658,0.0,Standard Class,Online
8144,CA-2019-100993,2019-02-05,2019-02-10,AZ-10750,FUR-TA-10001095,San Diego,557.728,4,6.9716,0.0,Standard Class,COD
8145,CA-2019-100993,2019-02-05,2019-02-10,AZ-10750,TEC-PH-10001448,San Diego,159.968,4,-31.9936,0.0,Standard Class,COD
5810,CA-2019-125017,2019-02-06,2019-02-11,KB-16240,FUR-FU-10000723,Chattanooga,132.224,4,-18.1808,0.0,Standard Class,COD
1729,CA-2019-106894,2019-02-07,2019-02-07,CA-12265,TEC-AC-10003063,Springfield,100.0,4,21.0,0.0,Same Day,COD
1730,CA-2019-106894,2019-02-07,2019-02-07,CA-12265,OFF-LA-10001045,Springfield,7.83,3,3.6018,0.0,Same Day,COD
2696,CA-2019-161662,2019-02-07,2019-02-09,BE-11410,OFF-PA-10003465,Lancaster,30.352,2,10.6232,0.0,First Class,Online
9115,CA-2019-135461,2019-02-07,2019-02-10,EB-13975,TEC-PH-10004094,Los Angeles,623.96,5,38.9975,0.0,Second Class,COD
1828,CA-2019-109344,2019-02-08,2019-02-11,CH-12070,TEC-PH-10002624,Raleigh,1127.976,3,126.8973,0.0,Second Class,COD
8383,CA-2019-163048,2019-02-08,2019-02-15,MH-17440,FUR-CH-10001270,Houston,241.5,4,0.0,0.0,Standard Class,COD
8842,US-2019-112396,2019-02-09,2019-02-13,JR-16210,TEC-AC-10003628,San Francisco,89.97,3,39.5868,0.0,Standard Class,COD
8843,US-2019-112396,2019-02-09,2019-02-13,JR-16210,TEC-AC-10004761,San Francisco,31.86,2,11.151,0.0,Standard Class,COD
1809,CA-2019-164938,2019-02-11,2019-02-13,PB-19210,TEC-PH-10004897,Tulsa,69.93,7,0.6993,0.0,First Class,Online
7194,CA-2019-110492,2019-02-12,2019-02-14,JS-15880,OFF-ST-10003716,Atlanta,1350.12,6,175.5156,0.0,First Class,Online
7195,CA-2019-110492,2019-02-12,2019-02-14,JS-15880,OFF-BI-10003274,Atlanta,15.92,4,7.4824,0.0,First Class,COD
721,CA-2019-112942,2019-02-13,2019-02-18,RD-19810,OFF-PA-10004092,Los Angeles,146.82,3,73.41,0.0,Standard Class,Online
7811,CA-2019-134334,2019-02-14,2019-02-15,DK-13090,OFF-PA-10000791,Clinton,4.77,1,2.1465,0.0,First Class,COD
7812,CA-2019-134334,2019-02-14,2019-02-15,DK-13090,OFF-AR-10001770,Clinton,7.98,3,2.0748,0.0,First Class,COD
7813,CA-2019-134334,2019-02-14,2019-02-15,DK-13090,FUR-TA-10002356,Clinton,550.431,3,-47.1798,0.0,First Class,Online
7814,CA-2019-134334,2019-02-14,2019-02-15,DK-13090,FUR-FU-10003274,Clinton,10.56,6,4.6464,0.0,First Class,Online
8172,CA-2019-146150,2019-02-14,2019-02-19,FM-14380,OFF-AR-10002240,Jackson,264.18,7,68.6868,0.0,Standard Class,COD
1243,US-2019-162859,2019-02-15,2019-02-22,PG-18820,OFF-BI-10004519,New York City,398.352,3,124.485,0.0,Standard Class,COD
1244,US-2019-162859,2019-02-15,2019-02-22,PG-18820,OFF-FA-10000304,New York City,8.72,4,3.5752,0.0,Standard Class,Online
1821,CA-2019-168956,2019-02-16,2019-02-20,EA-14035,OFF-AP-10004233,Chicago,92.064,6,-225.5568,0.0,Standard Class,Online
1822,CA-2019-168956,2019-02-16,2019-02-20,EA-14035,OFF-FA-10000304,Chicago,6.976,4,1.8312,0.0,Standard Class,Online
1823,CA-2019-168956,2019-02-16,2019-02-20,EA-14035,FUR-CH-10004754,Chicago,62.958,3,-2.6982,0.0,Standard Class,Online
1824,CA-2019-168956,2019-02-16,2019-02-20,EA-14035,OFF-PA-10000809,Chicago,5.184,1,1.8144,0.0,Standard Class,Online
8161,CA-2019-134138,2019-02-16,2019-02-20,JD-15790,FUR-CH-10001545,Belleville,227.96,2,36.4736,0.0,Standard Class,Online
9079,CA-2019-108105,2019-02-16,2019-02-23,GW-14605,FUR-FU-10003773,Henderson,318.08,4,34.9888,0.0,Standard Class,COD
9080,CA-2019-108105,2019-02-16,2019-02-23,GW-14605,OFF-BI-10002412,Henderson,5.8,1,2.61,0.0,Standard Class,COD
9722,CA-2019-105781,2019-02-16,2019-02-20,JF-15565,FUR-CH-10001802,New York City,326.646,3,39.9234,0.0,Standard Class,Online
9723,CA-2019-105781,2019-02-16,2019-02-20,JF-15565,TEC-AC-10003628,New York City,89.97,3,39.5868,0.0,Standard Class,Online
854,CA-2019-123274,2019-02-19,2019-02-24,GT-14710,FUR-FU-10004090,New York City,44.46,2,14.6718,0.0,Standard Class,COD
855,CA-2019-123274,2019-02-19,2019-02-24,GT-14710,OFF-ST-10000736,New York City,242.94,3,9.7176,0.0,Standard Class,COD
4777,CA-2019-101630,2019-02-19,2019-02-23,CK-12760,OFF-LA-10004425,Long Beach,8.67,3,4.0749,0.0,Second Class,Online
4778,CA-2019-101630,2019-02-19,2019-02-23,CK-12760,OFF-SU-10001664,Long Beach,25.71,3,6.6846,0.0,Second Class,COD
7538,CA-2019-106460,2019-02-19,2019-02-22,GT-14710,OFF-PA-10001736,San Francisco,70.88,2,33.3136,0.0,Second Class,COD
3456,CA-2019-166485,2019-02-20,2019-02-27,AH-10210,OFF-PA-10004996,Nashville,16.496,2,5.5674,0.0,Standard Class,COD
2989,CA-2019-139010,2019-02-21,2019-02-26,MC-17635,TEC-AC-10004227,Los Angeles,12.99,1,0.7794,0.0,Second Class,COD
2990,CA-2019-139010,2019-02-21,2019-02-26,MC-17635,OFF-BI-10000174,Los Angeles,18.56,4,6.496,0.0,Second Class,Online
2991,CA-2019-139010,2019-02-21,2019-02-26,MC-17635,OFF-ST-10001809,Los Angeles,449.15,5,8.983,0.0,Second Class,COD
2992,CA-2019-139010,2019-02-21,2019-02-26,MC-17635,OFF-BI-10002309,Los Angeles,31.248,7,10.9368,0.0,Second Class,COD
5306,US-2019-168410,2019-02-21,2019-02-26,BV-11245,FUR-FU-10000629,Oceanside,68.95,5,28.959,0.0,Standard Class,COD
5307,US-2019-168410,2019-02-21,2019-02-26,BV-11245,OFF-ST-10000036,Oceanside,296.37,3,80.0199,0.0,Standard Class,COD
5308,US-2019-168410,2019-02-21,2019-02-26,BV-11245,TEC-PH-10002583,Oceanside,39.98,2,1.999,0.0,Standard Class,COD
8277,US-2019-139262,2019-02-21,2019-02-25,LC-16960,OFF-BI-10003727,Tampa,3.762,3,-2.7588,0.0,Standard Class,COD
8278,US-2019-139262,2019-02-21,2019-02-25,LC-16960,OFF-BI-10002026,Tampa,34.86,2,-26.726,0.0,Standard Class,Online
8279,US-2019-139262,2019-02-21,2019-02-25,LC-16960,OFF-ST-10001496,Tampa,432.456,3,32.4342,0.0,Standard Class,COD
9013,CA-2019-121447,2019-02-21,2019-02-22,EA-14035,FUR-FU-10001861,New York City,135.8,7,66.542,0.0,First Class,COD
2345,CA-2019-119025,2019-02-22,2019-02-28,PV-18985,OFF-AP-10001205,Milwaukee,490.32,9,137.2896,0.0,Standard Class,Online
5405,US-2019-143280,2019-02-22,2019-02-26,TZ-21580,TEC-PH-10002398,Los Angeles,445.96,5,55.745,0.0,Standard Class,COD
5406,US-2019-143280,2019-02-22,2019-02-26,TZ-21580,TEC-AC-10003399,Los Angeles,36.24,1,15.2208,0.0,Standard Class,COD
5407,US-2019-143280,2019-02-22,2019-02-26,TZ-21580,OFF-FA-10000992,Los Angeles,10.65,3,5.0055,0.0,Standard Class,COD
6237,CA-2019-144400,2019-02-23,2019-02-27,AC-10420,OFF-EN-10004386,Philadelphia,57.576,3,21.591,0.0,Standard Class,COD
2742,CA-2019-165015,2019-02-25,2019-02-27,BD-11725,OFF-EN-10003134,Newark,46.72,5,17.52,0.0,Second Class,Online
1579,CA-2019-102456,2019-02-27,2019-03-01,DL-12865,OFF-AP-10004336,New York City,170.88,3,49.5552,0.0,First Class,COD
4555,CA-2019-101448,2019-02-27,2019-03-01,EB-13930,OFF-BI-10004738,La Crosse,56.82,3,28.41,0.0,Second Class,Online
7848,CA-2019-128706,2019-02-27,2019-03-02,DW-13540,FUR-FU-10004053,Houston,16.192,2,-6.8816,0.0,Standard Class,Online
3758,CA-2019-111283,2019-02-28,2019-03-04,LC-16870,OFF-AR-10001615,Newark,111.104,7,8.3328,0.0,Standard Class,COD
9063,CA-2019-101623,2019-02-28,2019-03-06,RR-19525,OFF-FA-10003495,New York City,36.48,6,18.24,0.0,Standard Class,Online
1083,US-2019-143819,2019-03-01,2019-03-05,KD-16270,FUR-TA-10001095,Yonkers,836.592,8,-264.9208,0.0,Standard Class,COD
1084,US-2019-143819,2019-03-01,2019-03-05,KD-16270,OFF-PA-10003127,Yonkers,26.38,1,12.1348,0.0,Standard Class,COD
1085,US-2019-143819,2019-03-01,2019-03-05,KD-16270,OFF-ST-10003208,Yonkers,362.92,2,105.2468,0.0,Standard Class,COD
1086,US-2019-143819,2019-03-01,2019-03-05,KD-16270,TEC-MA-10003979,Yonkers,4899.93,7,2400.9657,0.0,Standard Class,COD
3953,US-2019-151862,2019-03-01,2019-03-08,ON-18715,TEC-PH-10003535,Denver,159.984,2,13.9986,0.0,Standard Class,COD
3091,CA-2019-112123,2019-03-03,2019-03-08,BH-11710,OFF-BI-10001071,Newark,447.86,7,219.4514,0.0,Standard Class,COD
3092,CA-2019-112123,2019-03-03,2019-03-08,BH-11710,TEC-PH-10001557,Newark,479.95,5,129.5865,0.0,Standard Class,COD
3093,CA-2019-112123,2019-03-03,2019-03-08,BH-11710,OFF-PA-10001977,Newark,166.44,3,79.8912,0.0,Standard Class,COD
3756,CA-2019-116799,2019-03-03,2019-03-06,JG-15310,OFF-PA-10001892,Odessa,42.784,7,15.5092,0.0,First Class,COD
3757,CA-2019-116799,2019-03-03,2019-03-06,JG-15310,FUR-CH-10004983,Odessa,563.43,5,-56.343,0.0,First Class,COD
3887,CA-2019-167759,2019-03-03,2019-03-08,CC-12670,TEC-PH-10003171,Bloomington,134.85,3,37.758,0.0,Second Class,COD
4003,CA-2019-145730,2019-03-03,2019-03-08,CC-12220,FUR-TA-10004915,San Antonio,637.896,3,-127.5792,0.0,Standard Class,Online
4004,CA-2019-145730,2019-03-03,2019-03-08,CC-12220,TEC-MA-10001016,San Antonio,287.91,3,33.5895,0.0,Standard Class,COD
4005,CA-2019-145730,2019-03-03,2019-03-08,CC-12220,OFF-EN-10000483,San Antonio,36.6,3,11.895,0.0,Standard Class,COD
4748,CA-2019-120005,2019-03-03,2019-03-03,TS-21160,OFF-SU-10004782,San Francisco,25.35,3,7.605,0.0,Same Day,COD
4749,CA-2019-120005,2019-03-03,2019-03-03,TS-21160,FUR-FU-10000672,San Francisco,35.28,3,11.9952,0.0,Same Day,Online
5199,CA-2019-103982,2019-03-03,2019-03-08,AA-10315,OFF-SU-10000151,Round Rock,3930.072,3,-786.0144,0.0,Standard Class,Online
5200,CA-2019-103982,2019-03-03,2019-03-08,AA-10315,OFF-FA-10001332,Round Rock,2.304,1,0.7776,0.0,Standard Class,Online
5201,CA-2019-103982,2019-03-03,2019-03-08,AA-10315,TEC-PH-10000895,Round Rock,431.976,3,32.3982,0.0,Standard Class,COD
5202,CA-2019-103982,2019-03-03,2019-03-08,AA-10315,TEC-AC-10002857,Round Rock,41.72,7,5.7365,0.0,Standard Class,Cards
